child_id;parent_id;y_label
ОБЩИНА (ОБЩЕСТВО, ОРГАНИЗАЦИЯ);ОБЩЕСТВО, ОБЪЕДИНЕНИЕ;1
ДРУЖИНА (ДОБРОВОЛЬНОЕ ОБЪЕДИНЕНИЕ);ОБЩЕСТВО, ОБЪЕДИНЕНИЕ;1
КЛУБ, КЛУБНОЕ ОБЪЕДИНЕНИЕ;ОБЩЕСТВО, ОБЪЕДИНЕНИЕ;1
СЕМЕЙНО-БРАЧНЫЕ ОТНОШЕНИЯ;ЧАСТНАЯ ЖИЗНЬ;1
ПОЛОВАЯ ЖИЗНЬ;ЧАСТНАЯ ЖИЗНЬ;1
НАРКОМАФИЯ;МАФИОЗНАЯ ГРУППИРОВКА;1
ОВЧИНА;КОЖЕВЕННО-МЕХОВОЕ СЫРЬЕ;1
ВЕРНЫЙ (НЕИЗБЕЖНЫЙ, НЕСОМНЕННЫЙ);ОЧЕВИДНЫЙ, БЕССПОРНЫЙ;1
НАГЛЯДНЫЙ (СОВЕРШЕННО ОЧЕВИДНЫЙ ИЗ НАБЛЮДЕНИЯ);ОЧЕВИДНЫЙ, БЕССПОРНЫЙ;1
ОТКРОВЕННЫЙ (ОЧЕВИДНЫЙ, НЕСКРЫВАЕМЫЙ);ОЧЕВИДНЫЙ, БЕССПОРНЫЙ;1
ВИДИМЫЙ (ЗАМЕТНЫЙ, ОЧЕВИДНЫЙ);ОЧЕВИДНЫЙ, БЕССПОРНЫЙ;1
ЗАМЕТНЫЙ (ОЧЕВИДНЫЙ, ЯВНЫЙ);ОЧЕВИДНЫЙ, БЕССПОРНЫЙ;1
ПРОМЫСЕЛ (САМОЗАНЯТОСТЬ);САМОЗАНЯТОСТЬ;1
ЭКСПОРТЕР;УЧАСТНИК ВНЕШНЕЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ;1
ИМПОРТЕР;УЧАСТНИК ВНЕШНЕЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ;1
СУДЬЯ;РАБОТНИК СУДЕБНЫХ ОРГАНОВ;1
СУДЕБНЫЙ ПРИСТАВ;РАБОТНИК СУДЕБНЫХ ОРГАНОВ;1
ПОЧТОВЫЙ АДРЕС;АДРЕС (МЕСТОНАХОЖДЕНИЕ ИЛИ ОБОЗНАЧЕНИЕ);1
ИНТЕРНЕТ-АДРЕС;АДРЕС (МЕСТОНАХОЖДЕНИЕ ИЛИ ОБОЗНАЧЕНИЕ);1
АДРЕС ЭЛЕКТРОННОЙ ПОЧТЫ;АДРЕС (МЕСТОНАХОЖДЕНИЕ ИЛИ ОБОЗНАЧЕНИЕ);1
СЕТЕВОЙ АДРЕС;АДРЕС (МЕСТОНАХОЖДЕНИЕ ИЛИ ОБОЗНАЧЕНИЕ);1
РЕФИНАНСИРОВАНИЕ КРЕДИТНЫХ ОРГАНИЗАЦИЙ;КРЕДИТ БАНКА РОССИИ;1
ПАССАЖИРСКИЙ САМОЛЕТ;ГРАЖДАНСКИЙ САМОЛЕТ;1
ЧАРТЕРНЫЙ САМОЛЕТ;ГРАЖДАНСКИЙ САМОЛЕТ;1
ОТДЕЛ ВНУТРЕННИХ ДЕЛ НА ТРАНСПОРТЕ;ОТДЕЛЕНИЕ ПОЛИЦИИ;1
МЕСТО ВРЕМЕННОГО ПРОЖИВАНИЯ;МЕСТО ОСТАНОВКИ;1
СТОЯНКА (МЕСТО ОСТАНОВКИ);МЕСТО ОСТАНОВКИ;1
ОСТАНОВКА ОБЩЕСТВЕННОГО ТРАНСПОРТА;МЕСТО ОСТАНОВКИ;1
САНИТАРНЫЙ ВРАЧ;ИНСПЕКТОР;1
ГОСУДАРСТВЕННЫЙ ИНСПЕКТОР;ИНСПЕКТОР;1
ОРБИТАЛЬНАЯ СТАНЦИЯ;ИСКУССТВЕННЫЙ СПУТНИК ЗЕМЛИ;1
ВОЕННЫЙ СПУТНИК;ИСКУССТВЕННЫЙ СПУТНИК ЗЕМЛИ;1
ВРЕДИТЕЛЬ РАСТЕНИЙ;ВРЕДНЫЙ ОРГАНИЗМ;1
ВРЕДНОЕ НАСЕКОМОЕ;ВРЕДНЫЙ ОРГАНИЗМ;1
КОПАТЬ ЯМУ;РАЗБРОСАТЬ, РАСШВЫРЯТЬ;1
БРЫЗГАТЬ, РАЗБРАСЫВАТЬ БРЫЗГИ;РАЗБРОСАТЬ, РАСШВЫРЯТЬ;1
РАССЫПАТЬ ПО ПОВЕРХНОСТИ;РАЗБРОСАТЬ, РАСШВЫРЯТЬ;1
СЕЛЬСКОХОЗЯЙСТВЕННЫЙ КОМБАЙН;СЕЛЬСКОХОЗЯЙСТВЕННАЯ УБОРОЧНАЯ ТЕХНИКА;1
КОСИЛКА;СЕЛЬСКОХОЗЯЙСТВЕННАЯ УБОРОЧНАЯ ТЕХНИКА;1
АББРЕВИАТУРА (СЛОЖНОСОКРАЩЕННОЕ СЛОВО);ИМЯ СУЩЕСТВИТЕЛЬНОЕ;1
ПРИЛОЖЕНИЕ (ЧЛЕН ПРЕДЛОЖЕНИЯ);ИМЯ СУЩЕСТВИТЕЛЬНОЕ;1
ОПЫТНЫЙ ОБРАЗЕЦ;ПРОТОТИП (ПЕРВОНАЧАЛЬНЫЙ ОБРАЗЕЦ);1
УЧЕБНИК;УЧЕБНОЕ ПОСОБИЕ;1
РУКОВОДСТВО (УЧЕБНОЕ ПОСОБИЕ);УЧЕБНОЕ ПОСОБИЕ;1
ХРЕСТОМАТИЯ;УЧЕБНОЕ ПОСОБИЕ;1
РАЗГОВОРНИК ИНОСТРАННОГО ЯЗЫКА;УЧЕБНОЕ ПОСОБИЕ;1
УЧЕБНОЕ ПОСОБИЕ ДЛЯ УЧИТЕЛЯ;УЧЕБНОЕ ПОСОБИЕ;1
ГЕОГРАФИЧЕСКАЯ ЭКОЛОГИЯ;ЭКОЛОГИЧЕСКАЯ НАУКА;1
ОТЧАЯННЫЙ ДО БЕЗРАССУДСТВА;БЕЗРАССУДНЫЙ ПОСТУПОК;1
БЕЗУМНЫЙ ПОСТУПОК;БЕЗРАССУДНЫЙ ПОСТУПОК;1
УДАЛЬСТВО, УДАЛЬ;БЕЗРАССУДНЫЙ ПОСТУПОК;1
СУННИЗМ;ИСЛАМ;1
ШИИЗМ;ИСЛАМ;1
ЯПОНСКАЯ ГЕЙША;ЯПОНЦЫ;1
ТОКИЙЦЫ;ЯПОНЦЫ;1
КОНСУЛЬТАТИВНЫЕ УСЛУГИ;КОНСУЛЬТИРОВАТЬ, ДАВАТЬ КОНСУЛЬТАЦИЮ;1
ВЫДВОРЕНИЕ ИЗ СТРАНЫ;ГНАТЬ, ВЫГОНЯТЬ;1
ВЫСЕЛИТЬ ИЗ ЖИЛЬЯ;ГНАТЬ, ВЫГОНЯТЬ;1
ОТВЕРГНУТЬ, ОТТОРГНУТЬ;ГНАТЬ, ВЫГОНЯТЬ;1
СПУГНУТЬ С МЕСТА;ГНАТЬ, ВЫГОНЯТЬ;1
ПЕРЕГНАТЬ НА ДРУГОЕ МЕСТО;ГНАТЬ, ВЫГОНЯТЬ;1
ВЫСЫЛКА (НАКАЗАНИЕ);ГНАТЬ, ВЫГОНЯТЬ;1
ПОРТ;ГОРОД;1
СТОЛИЦА ГОСУДАРСТВА;ГОРОД;1
КУРОРТНЫЙ ГОРОД;ГОРОД;1
ЦЕНТР АДМИНИСТРАТИВНО-ТЕРРИТОРИАЛЬНОЙ ЕДИНИЦЫ;ГОРОД;1
ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ;ГОРОД;1
ГОРОД-СПУТНИК;ГОРОД;1
ОБЛАСТНОЙ ЦЕНТР РФ;ГОРОД;1
КРАЕВОЙ ЦЕНТР РФ;ГОРОД;1
ГАГРА;ГОРОД;1
АДЫГЕЙСК /ТЕУЖЕСК/;ГОРОД;1
ЭМБА;ГОРОД;1
ТЕМИР;ГОРОД;1
АСАКА;ГОРОД;1
ПИНСК;ГОРОД;1
БАРАНОВИЧИ;ГОРОД;1
БЕЛОЗЕРСК, БРЕСТСКОЙ ОБЛ.;ГОРОД;1
КЯХТА;ГОРОД;1
СЕВЕРОБАЙКАЛЬСК;ГОРОД;1
ГАЙСИН;ГОРОД;1
ЯМПОЛЬ;ГОРОД;1
НЕМИРОВ;ГОРОД;1
ХМЕЛЬНИК;ГОРОД;1
КАЛИНОВКА;ГОРОД;1
ОРША;ГОРОД;1
ПОЛОЦК;ГОРОД;1
НОВОПОЛОЦК;ГОРОД;1
КОВЕЛЬ;ГОРОД;1
ЗЫРЯНОВСК;ГОРОД;1
ЕЛЬСК;ГОРОД;1
ЖЛОБИН;ГОРОД;1
МОЗЫРЬ;ГОРОД;1
СВЕТЛОГОРСК (БЕЛАРУСЬ);ГОРОД;1
ГОРОД-ГЕРОЙ СССР;ГОРОД;1
ПОТИ;ГОРОД;1
АБАША;ГОРОД;1
КАСПИ;ГОРОД;1
БАТУМИ;ГОРОД;1
ЗУГДИДИ;ГОРОД;1
КУТАИСИ;ГОРОД;1
РУСТАВИ;ГОРОД;1
ТКИБУЛИ;ГОРОД;1
МАРНЕУЛИ;ГОРОД;1
ЦХИНВАЛИ;ГОРОД;1
ЗЕСТАФОНИ;ГОРОД;1
АХАЛКАЛАКИ;ГОРОД;1
КИЗЛЯР;ГОРОД;1
ДЕРБЕНТ;ГОРОД;1
БУЙНАКСК;ГОРОД;1
ИЗБЕРБАШ;ГОРОД;1
КИЗИЛЮРТ;ГОРОД;1
ХАСАВЮРТ;ГОРОД;1
ПАХТАКОР;ГОРОД;1
НИКОПОЛЬ;ГОРОД;1
ТЕРНОВКА;ГОРОД;1
ПАВЛОГРАД;ГОРОД;1
ДНЕПРОДЗЕРЖИНСК;ГОРОД;1
СЕВЕРСК;ГОРОД;1
ГОРЛОВКА;ГОРОД;1
ЕНАКИЕВО;ГОРОД;1
МАКЕЕВКА;ГОРОД;1
СЛАВЯНСК;ГОРОД;1
УКРАИНСК;ГОРОД;1
ХАРЦЫЗСК;ГОРОД;1
ШАХТЕРСК;ГОРОД;1
АРТЕМОВСК, ДОНЕЦКОЙ ОБЛ. УКРАИНЫ;ГОРОД;1
ДРУЖКОВКА;ГОРОД;1
МАРИУПОЛЬ;ГОРОД;1
УГЛЕГОРСК;ГОРОД;1
ДЕБАЛЬЦЕВО;ГОРОД;1
ДОБРОПОЛЬЕ;ГОРОД;1
КРАМАТОРСК;ГОРОД;1
НОВОАЗОВСК;ГОРОД;1
ЯСИНОВАТАЯ;ГОРОД;1
БЕЛОЗЕРСКОЕ;ГОРОД;1
БАЛХАШ, ГОРОД;ГОРОД;1
БЕРДИЧЕВ;ГОРОД;1
МУКАЧЕВО;ГОРОД;1
ТОКМАК;ГОРОД;1
БЕРДЯНСК;ГОРОД;1
ПРИМОРСК ЗАПОРОЖСКОЙ ОБЛАСТИ;ГОРОД;1
ВОЛЬНЯНСК;ГОРОД;1
ЭНЕРГОДАР;ГОРОД;1
ВАСИЛЬЕВКА;ГОРОД;1
МЕЛИТОПОЛЬ;ГОРОД;1
ГАЛИЧ, ГОРОД ИВАНО-ФРАНКОВСКОЙ ОБЛ.;ГОРОД;1
ТЕМИРТАУ;ГОРОД;1
НУКУС;ГОРОД;1
КАРАЧАЕВСК;ГОРОД;1
ОЛОНЕЦ;ГОРОД;1
КОНДОПОГА;ГОРОД;1
СОРТАВАЛА;ГОРОД;1
КОСТОМУКША;ГОРОД;1
ГУЗАР;ГОРОД;1
БРОВАРЫ;ГОРОД;1
ПРИПЯТЬ;ГОРОД;1
ВЫШГОРОД;ГОРОД;1
БОРИСПОЛЬ;ГОРОД;1
АЛЕКСАНДРИЯ, ГОРОД КИРОВСКОЙ ОБЛ.;ГОРОД;1
ИНТА;ГОРОД;1
УХТА;ГОРОД;1
ВУКТЫЛ;ГОРОД;1
ПЕЧОРА;ГОРОД;1
УСИНСК;ГОРОД;1
ВОРКУТА;ГОРОД;1
СОСНОГОРСК;ГОРОД;1
ЯЛТА;ГОРОД;1
КЕРЧЬ;ГОРОД;1
ДЖАНКОЙ;ГОРОД;1
ФЕОДОСИЯ;ГОРОД;1
БЕЛОГОРСК, ГОРОД КРЫМСКОЙ ОБЛ.;ГОРОД;1
БАХЧИСАРАЙ;ГОРОД;1
ИНКЕРМАН;ГОРОД;1
ТОКМАК (ГОР. КЫРГЫЗСТАНА);ГОРОД;1
ЕЛГАВА;ГОРОД;1
ЛИЕПАЯ;ГОРОД;1
ЮРМАЛА;ГОРОД;1
РЕЗЕКНЕ;ГОРОД;1
СИГУЛДА;ГОРОД;1
ЕКАБПИЛС;ГОРОД;1
ВЕНТСПИЛС;ГОРОД;1
ДАУГАВПИЛС;ГОРОД;1
КАУНАС;ГОРОД;1
ШЯУЛЯЙ /ШАУЛЯЙ/;ГОРОД;1
КЛАЙПЕДА;ГОРОД;1
ПАНЕВЕЖИС;ГОРОД;1
БРЯНКА;ГОРОД;1
СВАТОВО;ГОРОД;1
РОВЕНЬКИ;ГОРОД;1
КРАСНОДОН;ГОРОД;1
ЛИСИЧАНСК;ГОРОД;1
ПЕРВОМАЙСК;ГОРОД;1
ПЕРЕВАЛЬСК;ГОРОД;1
СВЕРДЛОВСК;ГОРОД;1
СУХОДОЛЬСК;ГОРОД;1
СЕВЕРОДОНЕЦК;ГОРОД;1
АЛЕКСАНДРОВСК, ЛУГАНСКОЙ ОБЛ. УКРАИНЫ;ГОРОД;1
БУСК;ГОРОД;1
ДРОГОБЫЧ;ГОРОД;1
СОСНОВКА (ГОР. ЛЬВОВСКОЙ ОБЛ. УКРАИНЫ);ГОРОД;1
ТРУСКАВЕЦ;ГОРОД;1
ЧЕРВОНОГРАД;ГОРОД;1
ГУШГЫ;ГОРОД;1
СЛУЦК;ГОРОД;1
ЖОДИНО;ГОРОД;1
МОЛОДЕЧНО;ГОРОД;1
СОЛИГОРСК;ГОРОД;1
ШКЛОВ;ГОРОД;1
КРИЧЕВ;ГОРОД;1
БОБРУЙСК;ГОРОД;1
СЛАВГОРОД (ГОР. МОГИЛЕВСКОЙ ОБЛ. БЕЛОРУСИ);ГОРОД;1
БЭЛЦЬ;ГОРОД;1
КОМРАТ;ГОРОД;1
БЕНДЕР;ГОРОД;1
РЫБНИЦА;ГОРОД;1
ДУБЭСАРЬ;ГОРОД;1
ТИРАСПОЛЬ;ГОРОД;1
КАНДАЛАКША;ГОРОД;1
ШУША;ГОРОД;1
ОЧАКОВ;ГОРОД;1
ВОЗНЕСЕНСК;ГОРОД;1
ИЗМАИЛ;ГОРОД;1
ВИЛКОВО;ГОРОД;1
БЕРЕЗОВКА /на Украине/;ГОРОД;1
АКСУ;ГОРОД;1
ЭКИБАСТУЗ;ГОРОД;1
МИРГОРОД;ГОРОД;1
КРЕМЕНЧУГ;ГОРОД;1
ДУБНО;ГОРОД;1
КОРЕЦ;ГОРОД;1
АКТАШ, ГОРОД В УЗБЕКИСТАНЕ;ГОРОД;1
ИРБИТ;ГОРОД;1
КУШВА;ГОРОД;1
РЕВДА;ГОРОД;1
ТАВДА;ГОРОД;1
ИВДЕЛЬ;ГОРОД;1
ТАЛИЦА;ГОРОД;1
СЫСЕРТЬ;ГОРОД;1
КАМЫШЛОВ;ГОРОД;1
КАРПИНСК;ГОРОД;1
КАЧКАНАР;ГОРОД;1
АЛАПАЕВСК;ГОРОД;1
КИРОВГРАД, СВЕРДЛОВСКОЙ ОБЛ.;ГОРОД;1
ВЕРХОТУРЬЕ;ГОРОД;1
МИХАЙЛОВСК;ГОРОД;1
АРТЕМОВСКИЙ;ГОРОД;1
КРАСНОУФИМСК;ГОРОД;1
ПЕРВОУРАЛЬСК;ГОРОД;1
СЕВЕРОУРАЛЬСК;ГОРОД;1
СРЕДНЕУРАЛЬСК;ГОРОД;1
КРАСНОТУРЬИНСК;ГОРОД;1
АЛАГИР;ГОРОД;1
БЕСЛАН;ГОРОД;1
МОЗДОК;ГОРОД;1
РОМНЫ;ГОРОД;1
ШОСТКА;ГОРОД;1
КОНОТОП;ГОРОД;1
ЛЕБЕДИН;ГОРОД;1
КОТОВСК, ТАМБОВСКОЙ ОБЛ.;ГОРОД;1
МОРШАНСК;ГОРОД;1
МИЧУРИНСК;ГОРОД;1
РАССКАЗОВО;ГОРОД;1
БУИНСК;ГОРОД;1
ЗАИНСК;ГОРОД;1
ЕЛАБУГА;ГОРОД;1
БУГУЛЬМА;ГОРОД;1
ЧИСТОПОЛЬ;ГОРОД;1
НИЖНЕКАМСК;ГОРОД;1
АЛЬМЕТЬЕВСК;ГОРОД;1
МЕНДЕЛЕЕВСК;ГОРОД;1
ЗЕЛЕНОДОЛЬСК;ГОРОД;1
АСИНО;ГОРОД;1
КОЛПАШЕВО;ГОРОД;1
СТРЕЖЕВОЙ;ГОРОД;1
ТУРАН;ГОРОД;1
ЩЕКИНО;ГОРОД;1
КИМОВСК;ГОРОД;1
БОГОРОДИЦК;ГОРОД;1
НОВОМОСКОВСК;ГОРОД;1
ИШИМ, ГОРОД ТЮМЕНСКОЙ ОБЛ.;ГОРОД;1
ТОБОЛЬСК;ГОРОД;1
ЯЛУТОРОВСК;ГОРОД;1
ЗАВОДОУКОВСК;ГОРОД;1
МОЖГА;ГОРОД;1
ГЛАЗОВ;ГОРОД;1
САРАПУЛ;ГОРОД;1
ВОТКИНСК;ГОРОД;1
КАМБАРКА;ГОРОД;1
ИНЗА;ГОРОД;1
АКСАЙ, ГОРОД УРАЛЬСКОЙ ОБЛ. КАЗАХСТАНА;ГОРОД;1
КУВА;ГОРОД;1
СОРСК;ГОРОД;1
САЯНОГОРСК;ГОРОД;1
ЧЕРНОГОРСК;ГОРОД;1
УРАЙ;ГОРОД;1
МЕГИОН;ГОРОД;1
НЯГАНЬ;ГОРОД;1
СУРГУТ;ГОРОД;1
КОГАЛЫМ;ГОРОД;1
ЛАНГЕПАС;ГОРОД;1
НЕФТЕЮГАНСК;ГОРОД;1
НИЖНЕВАРТОВСК;ГОРОД;1
ИЗЮМ, ГОРОД ХАРЬКОВСКОЙ ОБЛ.;ГОРОД;1
КУПЯНСК;ГОРОД;1
ЛОЗОВАЯ, ГОРОД ХАРЬКОВСКОЙ ОБЛ.;ГОРОД;1
КАХОВКА;ГОРОД;1
БАКАЛ;ГОРОД;1
КАСЛИ;ГОРОД;1
МИАСС (ГОР. ЧЕЛЯБИНСКОЙ ОБЛАСТИ);ГОРОД;1
САТКА;ГОРОД;1
КЫШТЫМ;ГОРОД;1
ТРОИЦК, ЧЕЛЯБИНСКОЙ ОБЛ.;ГОРОД;1
КАРАБАШ;ГОРОД;1
КАРТАЛЫ;ГОРОД;1
КОПЕЙСК;ГОРОД;1
КОРКИНО;ГОРОД;1
ЗЛАТОУСТ;ГОРОД;1
ЧЕБАРКУЛЬ;ГОРОД;1
ЕМАНЖЕЛИНСК;ГОРОД;1
ЮЖНОУРАЛЬСК;ГОРОД;1
МАГНИТОГОРСК;ГОРОД;1
НЯЗЕПЕТРОВСК;ГОРОД;1
ВЕРХНЕУРАЛЬСК;ГОРОД;1
КАНЕВ;ГОРОД;1
УМАНЬ;ГОРОД;1
ГОРОДИЩЕ, ГОРОД ЧЕРКАССКОЙ ОБЛ.;ГОРОД;1
НЕЖИН;ГОРОД;1
ХОТИН;ГОРОД;1
КАНАШ;ГОРОД;1
АЛАТЫРЬ;ГОРОД;1
ШУМЕРЛЯ;ГОРОД;1
НОВОЧЕБОКСАРСК;ГОРОД;1
ПЕВЕК;ГОРОД;1
КЕЙЛА;ГОРОД;1
КУНДА;ГОРОД;1
ХААПСАЛУ;ГОРОД;1
АЛДАН;ГОРОД;1
ЛЕНСК;ГОРОД;1
ТОММОТ;ГОРОД;1
ВИЛЮЙСК;ГОРОД;1
НЕРЮНГРИ;ГОРОД;1
ВЕРХОЯНСК;ГОРОД;1
ОЛЕКМИНСК;ГОРОД;1
НАДЫМ (ГОР. ЯМАЛО-НЕНЕЦКОГО АВТОНОМНОГО ОКРУГА);ГОРОД;1
ЛАБЫТНАНГИ;ГОРОД;1
ГРАЦ;ГОРОД;1
ЛИНЦ;ГОРОД;1
ИНСБРУК;ГОРОД;1
КОРДОВА (ГОРОД АРГЕНТИНЫ);ГОРОД;1
СИТРА;ГОРОД;1
ЛЬЕЖ;ГОРОД;1
СЛИВЕН;ГОРОД;1
ПЕРНИК;ГОРОД;1
ПЛОВДИВ;ГОРОД;1
САН-ПАУЛУ;ГОРОД;1
РИО-ДЕ-ЖАНЕЙРО;ГОРОД;1
ЛИДС;ГОРОД;1
ИПСУИЧ /ИПСВИЧ/;ГОРОД;1
РЕДИНГ;ГОРОД;1
ОКСФОРД;ГОРОД;1
ШЕФФИЛД;ГОРОД;1
КЕМБРИДЖ;ГОРОД;1
КОВЕНТРИ;ГОРОД;1
СТАФФОРД;ГОРОД;1
БИРМИНГЕМ;ГОРОД;1
НОТТИНГЕМ;ГОРОД;1
ЭДИНБУРГ;ГОРОД;1
ДЕБРЕЦЕН;ГОРОД;1
ВАТИКАН;ГОРОД;1
ЛУКСОР;ГОРОД;1
ИСМАИЛИЯ;ГОРОД;1
НАЗАРЕТ;ГОРОД;1
ИЕРУСАЛИМ;ГОРОД;1
ТОЛЕДО (ИСПАНИЯ);ГОРОД;1
ГРАНАДА;ГОРОД;1
КОРДОВА (ГОРОД ИСПАНИИ);ГОРОД;1
СЕВИЛЬЯ;ГОРОД;1
ПАМПЛОНА;ГОРОД;1
САРАГОСА (ГОР. ИСПАНИИ);ГОРОД;1
САЛАМАНКА;ГОРОД;1
ВАЛЬЯДОЛИД;ГОРОД;1
ГВАДАЛАХАРА;ГОРОД;1
ПИЗА;ГОРОД;1
АОСТА;ГОРОД;1
ИМОЛА;ГОРОД;1
МИЛАН;ГОРОД;1
ПАДУЯ;ГОРОД;1
ПАРМА;ГОРОД;1
ТУРИН;ГОРОД;1
БРЕШИА;ГОРОД;1
ВЕРОНА;ГОРОД;1
МОДЕНА;ГОРОД;1
БЕРГАМО;ГОРОД;1
БОЛОНЬЯ;ГОРОД;1
КРЕМОНА;ГОРОД;1
ПЕРУДЖА;ГОРОД;1
РАВЕННА;ГОРОД;1
БОЛЬЦАНО;ГОРОД;1
ФЛОРЕНЦИЯ;ГОРОД;1
КАЛГАРИ;ГОРОД;1
ВИННИПЕГ;ГОРОД;1
ЭДМОНТОН;ГОРОД;1
ЛХАСА;ГОРОД;1
УХАНЬ;ГОРОД;1
НАНКИН;ГОРОД;1
УРУМЧИ;ГОРОД;1
ХАРБИН;ГОРОД;1
СИНЫЙДЖУ;ГОРОД;1
САЙДА (ГОР. ЛИВАНА);ГОРОД;1
МАРРАКЕШ;ГОРОД;1
ГААГА;ГОРОД;1
ХАРЛЕМ;ГОРОД;1
ЭНСХЕДЕ;ГОРОД;1
ЭЙНДХОВЕН;ГОРОД;1
ОКЛЕНД (НОВАЯ ЗЕЛАНДИЯ);ГОРОД;1
КУСКО;ГОРОД;1
ПЛОЦК;ГОРОД;1
КРАКОВ;ГОРОД;1
ЛЮБЛИН;ГОРОД;1
ВРОЦЛАВ;ГОРОД;1
ПОЗНАНЬ;ГОРОД;1
КАТОВИЦЕ;ГОРОД;1
ЛЕЙРИЯ;ГОРОД;1
КРАЙОВА;ГОРОД;1
ТИМИШОАРА;ГОРОД;1
АЛЕКСАНДРИЯ, ГОРОД В РУМЫНИИ;ГОРОД;1
МЕККА;ГОРОД;1
МЕДИНА;ГОРОД;1
МАРАШ;ГОРОД;1
ЭРЗУРУМ;ГОРОД;1
ЛАХТИ;ГОРОД;1
ТАМПЕРЕ;ГОРОД;1
ЛИОН;ГОРОД;1
РУАН;ГОРОД;1
АМЬЕН;ГОРОД;1
АРРАС;ГОРОД;1
ДИЖОН;ГОРОД;1
ЛИЛЛЬ;ГОРОД;1
НАНСИ;ГОРОД;1
РЕЙМС;ГОРОД;1
ОРЛЕАН;ГОРОД;1
ТУЛУЗА;ГОРОД;1
ВЕРСАЛЬ;ГОРОД;1
ГРЕНОБЛЬ;ГОРОД;1
СТРАСБУРГ;ГОРОД;1
КОНСЕПСЬОН;ГОРОД;1
СПРИНГС;ГОРОД;1
ЙОХАНЕСБУРГ;ГОРОД;1
КИОТО;ГОРОД;1
САППОРО;ГОРОД;1
ХИРОСИМА;ГОРОД;1
АДЕН;ГОРОД;1
АВИНЬОН;ГОРОД;1
МОНТЕ-КАРЛО;ГОРОД;1
ЛА-ПАС;ГОРОД;1
ГОРНО-АЛТАЙСК;ГОРОД;1
КАСПИЙСК;ГОРОД;1
ЮЖНО-СУХОКУМСК;ГОРОД;1
БАКСАН;ГОРОД;1
ТЫРНЫАУЗ;ГОРОД;1
БОЛГАР;ГОРОД;1
АЗНАКАЕВО;ГОРОД;1
ЛЕНИНОГОРСК, ГОРОД ТАТАРСТАНА;ГОРОД;1
НАБЕРЕЖНЫЕ ЧЕЛНЫ;ГОРОД;1
АРГУН (ГОРОД);ГОРОД;1
ГУДЕРМЕС;ГОРОД;1
МАЛГОБЕК;ГОРОД;1
УРУС-МАРТАН;ГОРОД;1
КОТХЛА-ЯРВЕ;ГОРОД;1
ПЯРНУ;ГОРОД;1
НАРВА;ГОРОД;1
ТАРТУ;ГОРОД;1
НУРЕК;ГОРОД;1
РОГУН;ГОРОД;1
ИЛЬИЧЕВСК, ГОРОД АЗЕРБАЙДЖАНА;ГОРОД;1
ХОДЖАЛЫ;ГОРОД;1
БАКУРИАНИ;ГОРОД;1
АГАРА;ГОРОД;1
БАГДАТИ;ГОРОД;1
ХОНИ;ГОРОД;1
ВЕРХНЯЯ ПЫШМА;ГОРОД;1
ВЕРХНЯЯ САЛДА;ГОРОД;1
КАМЕНСК-УРАЛЬСКИЙ;ГОРОД;1
КРАСНОУРАЛЬСК;ГОРОД;1
НИЖНИЙ ТАГИЛ;ГОРОД;1
НОВОУРАЛЬСК;ГОРОД;1
СЕВЕРСК (ГОРОД ТОМСКОЙ ОБЛАСТИ);ГОРОД;1
ВЕНЕВ;ГОРОД;1
КИРЕЕВСК;ГОРОД;1
СОКОЛЬНИКИ (ГОРОД ТУЛЬСКОЙ ОБЛАСТИ);ГОРОД;1
СОВЕТСК (ГОРОД ТУЛЬСКОЙ ОБЛАСТИ);ГОРОД;1
ЯСНОГОРСК;ГОРОД;1
НОВОУЛЬЯНОВСК;ГОРОД;1
ДИМИТРОВГРАД;ГОРОД;1
ВЕРХНИЙ УФАЛЕЙ;ГОРОД;1
КАТАВ-ИВАНОВСК;ГОРОД;1
УСТЬ-КАТАВ;ГОРОД;1
ОЗЕРСК ЧЕЛЯБИНСКОЙ ОБЛАСТИ;ГОРОД;1
СНЕЖИНСК;ГОРОД;1
ДУДИНКА;ГОРОД;1
ЮГОРСК;ГОРОД;1
НОВЫЙ УРЕНГОЙ;ГОРОД;1
НОЯБРЬСК;ГОРОД;1
ПЫТЬ-ЯХ;ГОРОД;1
БИЛИБИНО;ГОРОД;1
АРТЕМОВСК, ЛУГАНСКОЙ ОБЛ. УКРАИНЫ;ГОРОД;1
КИРОВСК, ЛУГАНСКОЙ ОБЛ.;ГОРОД;1
АЛЧЕВСК;ГОРОД;1
КРИВОЙ РОГ;ГОРОД;1
НОВОМОСКОВСК (ГОРОД УКРАИНЫ);ГОРОД;1
ДЗЕРЖИНСК, ДОНЕЦКОЙ ОБЛ.;ГОРОД;1
КРАСНОАРМЕЙСК, ДОНЕЦКОЙ ОБЛ.;ГОРОД;1
НОВОГРАД-ВОЛЫНСКИЙ;ГОРОД;1
ЧЕРНОБЫЛЬ (ГОРОД);ГОРОД;1
ПЕРЕЯСЛАВ-ХМЕЛЬНИЦКИЙ;ГОРОД;1
СЛАВУТИЧ;ГОРОД;1
УЛЬЯНОВКА;ГОРОД;1
КРАСНОПЕРЕКОПСК;ГОРОД;1
