child_id,parent_id
ПРАВООХРАНИТЕЛЬНАЯ ДЕЯТЕЛЬНОСТЬ,СУД КАССАЦИОННОЙ ИНСТАНЦИИ
СУДОУСТРОЙСТВО,СУД КАССАЦИОННОЙ ИНСТАНЦИИ
ВЫСШЕЕ ОБРАЗОВАНИЕ,ФАКУЛЬТЕТ ЖУРНАЛИСТИКИ
СРЕДСТВА МАССОВОЙ ИНФОРМАЦИИ,ФАКУЛЬТЕТ ЖУРНАЛИСТИКИ
БИОЛОГИЯ,КРЫСА
ЗООЛОГИЯ,КРЫСА
ФИЛОЛОГИЯ,РЕДАКЦИЯ ДОКУМЕНТА
СРЕДСТВА МАССОВОЙ ИНФОРМАЦИИ,СФЕРА МАССОВОЙ ИНФОРМАЦИИ
ОТДЫХ,"ВЫУДИТЬ, ВЫЛОВИТЬ УДОЧКОЙ"
РЫБОЛОВСТВО,"ВЫУДИТЬ, ВЫЛОВИТЬ УДОЧКОЙ"
ПСИХОЛОГИЧЕСКИЕ НАУКИ,ТРУДОЛЮБИВЫЙ ЧЕЛОВЕК
ЧЕРТА ХАРАКТЕРА,ТРУДОЛЮБИВЫЙ ЧЕЛОВЕК
БИОЛОГИЯ,СОРГО (ЗЛАКОВОЕ РАСТЕНИЕ)
БОТАНИКА,СОРГО (ЗЛАКОВОЕ РАСТЕНИЕ)
СПОРТ,БЕГ НА ДЛИННУЮ ДИСТАНЦИЮ
ЛЕГКАЯ АТЛЕТИКА,БЕГ НА ДЛИННУЮ ДИСТАНЦИЮ
ОТДЫХ,"ДУРАЧИТЬСЯ, ВАЛЯТЬ ДУРАКА"
ИГРА (РАЗВЛЕЧЕНИЕ),ИГРОВАЯ КОМНАТА
БИОЛОГИЯ,ПИГМЕНТ В ОРГАНИЗМЕ
ФИЗИОЛОГИЧЕСКАЯ НАУКА,ПИГМЕНТ В ОРГАНИЗМЕ
БИОЛОГИЯ,НЕПАРНОКОПЫТНЫЕ ЖИВОТНЫЕ
ЗООЛОГИЯ,НЕПАРНОКОПЫТНЫЕ ЖИВОТНЫЕ
ИЗМЕРЕНИЕ,ГИГАКАЛОРИЯ
ИЗМЕРЕНИЕ,ГЕОДЕЗИЧЕСКОЕ ОБОРУДОВАНИЕ
НАУКИ О ЗЕМЛЕ,ГЕОДЕЗИЧЕСКОЕ ОБОРУДОВАНИЕ
ГЕОЛОГИЧЕСКИЕ НАУКИ,ГЕОДЕЗИЧЕСКОЕ ОБОРУДОВАНИЕ
ГЕОГРАФИЧЕСКИЕ НАУКИ,ГЕОДЕЗИЧЕСКОЕ ОБОРУДОВАНИЕ
ПРОМЫШЛЕННОСТЬ,ПАКОВАТЬ
МЕДИЦИНА,ТУБЕРКУЛЕЗ
ФИЗИОЛОГИЧЕСКАЯ НАУКА,ТУБЕРКУЛЕЗ
"ЦВЕТ, ОКРАСКА",РУМЯНЫЙ ЦВЕТ
ПСИХОЛОГИЧЕСКИЕ НАУКИ,ПОЭТ В ДУШЕ
ЧЕРТА ХАРАКТЕРА,ПОЭТ В ДУШЕ
ГЕОЛОГИЧЕСКИЕ НАУКИ,ХРИЗОЛИТ
ДОБЫВАЮЩАЯ ПРОМЫШЛЕННОСТЬ,ХРИЗОЛИТ
ПРОМЫШЛЕННОСТЬ,ОЛЕНЕВОДСТВО
СЕЛЬСКОЕ ХОЗЯЙСТВО,ОЛЕНЕВОДСТВО
ЖИВОТНОВОДСТВО,ОЛЕНЕВОДСТВО
ПРОМЫШЛЕННОСТЬ,ТЕХНОЛОГИЧЕСКИЙ ТРАНСПОРТ
ТРАНСПОРТНАЯ СФЕРА,ТЕХНОЛОГИЧЕСКИЙ ТРАНСПОРТ
ПРОМЫШЛЕННОСТЬ,УГОЛЬ
ГЕОЛОГИЧЕСКИЕ НАУКИ,УГОЛЬ
ЭНЕРГЕТИКА (СФЕРА ДЕЯТЕЛЬНОСТИ),УГОЛЬ
ДОБЫВАЮЩАЯ ПРОМЫШЛЕННОСТЬ,УГОЛЬ
"ЧУВСТВО, ЭМОЦИЯ",ОРГАЗМ
ИСКУССТВО,ЭПИСТОЛЯРНОЕ ПРОИЗВЕДЕНИЕ
ФИЛОЛОГИЯ,ЭПИСТОЛЯРНОЕ ПРОИЗВЕДЕНИЕ
ЛИТЕРАТУРА,ЭПИСТОЛЯРНОЕ ПРОИЗВЕДЕНИЕ
ПРАВОВАЯ СИСТЕМА,ПРЕКРАЩЕНИЕ ПРОИЗВОДСТВА ПО ДЕЛУ
СУДОУСТРОЙСТВО,ПРЕКРАЩЕНИЕ ПРОИЗВОДСТВА ПО ДЕЛУ
ПРАВОВАЯ СИСТЕМА,ЮРИДИЧЕСКАЯ ФИРМА
ОТДЫХ,ДРАМАТИЧЕСКИЙ ТЕАТР
ИСКУССТВО,ДРАМАТИЧЕСКИЙ ТЕАТР
ТЕАТРАЛЬНОЕ ИСКУССТВО,ДРАМАТИЧЕСКИЙ ТЕАТР
ЭКОНОМИКА,ДРАМАТИЧЕСКИЙ ТЕАТР
ФИЛОЛОГИЯ,АЛБАНСКИЙ ЯЗЫК
МЕДИЦИНА,"СВИЩ, ФИСТУЛА"
БИОЛОГИЯ,"СВИЩ, ФИСТУЛА"
ФИЗИОЛОГИЧЕСКАЯ НАУКА,"СВИЩ, ФИСТУЛА"
"ЦВЕТ, ОКРАСКА",БРОНЗОВЫЙ ЦВЕТ
ДОЛГОВЕЧНЫЙ (ДЛИТЕЛЬНЫЙ),"КОРОТКИЙ, НЕДОЛГИЙ"
"ДЛИТЕЛЬНЫЙ, ДОЛГИЙ","КОРОТКИЙ, НЕДОЛГИЙ"
"ВРЕМЯ, ПРОДОЛЖИТЕЛЬНОСТЬ","КОРОТКИЙ, НЕДОЛГИЙ"
ПСИХОЛОГИЧЕСКИЕ НАУКИ,ОЖЕСТОЧЕНИЕ (УПОРСТВО)
ЧЕРТА ХАРАКТЕРА,ОЖЕСТОЧЕНИЕ (УПОРСТВО)
"ЧУВСТВО, ЭМОЦИЯ",ОЖЕСТОЧЕНИЕ (УПОРСТВО)
ПРАВОВАЯ СИСТЕМА,НАРУШЕНИЕ ПРАВИЛ ДОРОЖНОГО ДВИЖЕНИЯ
ДОРОЖНОЕ ДВИЖЕНИЕ,НАРУШЕНИЕ ПРАВИЛ ДОРОЖНОГО ДВИЖЕНИЯ
СФЕРА ОБРАЗОВАНИЯ,ЦЕНТР ВНЕШКОЛЬНОЙ РАБОТЫ
ИСКУССТВО,НЕМОЙ ФИЛЬМ
КИНЕМАТОГРАФИЯ,НЕМОЙ ФИЛЬМ
ИСКУССТВО,ГОБОЙ
МУЗЫКАЛЬНОЕ ИСКУССТВО,ГОБОЙ
РЕЛИГИЯ,КАТОЛИЧЕСКИЙ ХРАМ
ХРИСТИАНСТВО,КАТОЛИЧЕСКИЙ ХРАМ
КАТОЛИЦИЗМ,КАТОЛИЧЕСКИЙ ХРАМ
ЭКОНОМИКА,СПЕЦИАЛЬНАЯ ШКОЛА
СРЕДНЕЕ ОБЩЕЕ ОБРАЗОВАНИЕ,СПЕЦИАЛЬНАЯ ШКОЛА
СОЦИАЛЬНАЯ ЗАЩИТА,СПЕЦИАЛЬНАЯ ШКОЛА
ПОЛИТИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,СЕПАРАТИЗМ
ПОЛИТИЧЕСКАЯ ПАРТИЯ,СЕПАРАТИЗМ
"ЦВЕТ, ОКРАСКА",ПЕРСИКОВЫЙ ЦВЕТ
ИСКУССТВО,МУЗЫКАЛЬНЫЙ АЛЬБОМ
МУЗЫКАЛЬНОЕ ИСКУССТВО,МУЗЫКАЛЬНЫЙ АЛЬБОМ
РЕЛИГИЯ,ИУДАИСТЫ
ИУДАИЗМ,ИУДАИСТЫ
ПРАВОВАЯ СИСТЕМА,СВОБОДА ПЕЧАТИ
СРЕДСТВА МАССОВОЙ ИНФОРМАЦИИ,СВОБОДА ПЕЧАТИ
ИНЖЕНЕРНОЕ ДЕЛО,ВЫСШЕЕ ТЕХНИЧЕСКОЕ ОБРАЗОВАНИЕ
ВЫСШЕЕ ОБРАЗОВАНИЕ,ВЫСШЕЕ ТЕХНИЧЕСКОЕ ОБРАЗОВАНИЕ
ПСИХОЛОГИЧЕСКИЕ НАУКИ,ШУТНИК
ЧЕРТА ХАРАКТЕРА,ШУТНИК
БИОЛОГИЯ,САЙДА
ЗООЛОГИЯ,САЙДА
ОКЕАНОЛОГИЯ,САЙДА
СУДОХОДСТВО,СУЭЦКИЙ КАНАЛ
ЭКОНОМИКА,РЕСТАЙЛИНГ БРЕНДА
ПРОМЫШЛЕННОСТЬ,ПОГРЕБ
ЭКОНОМИКА,ПОГРЕБ
ВООРУЖЕННЫЙ КОНФЛИКТ,ОКРУЖИТЬ ПРОТИВНИКА
ГЕОЛОГИЧЕСКИЕ НАУКИ,АПАТИТ
ДОБЫВАЮЩАЯ ПРОМЫШЛЕННОСТЬ,АПАТИТ
АНТРОПОЛОГИЯ,СЕМИТЫ
МОДА,КУРТКА
ОДЕЖДА,КУРТКА
ПРАВОВАЯ СИСТЕМА,ДОЛЖНОСТНОЕ ПРЕСТУПЛЕНИЕ
ПРЕСТУПЛЕНИЕ,ДОЛЖНОСТНОЕ ПРЕСТУПЛЕНИЕ
ИГРА (РАЗВЛЕЧЕНИЕ),ДАМА (ИГРАЛЬНАЯ КАРТА)
АЗАРТНЫЕ ИГРЫ,ДАМА (ИГРАЛЬНАЯ КАРТА)
"ЦВЕТ, ОКРАСКА",МОРКОВНЫЙ ЦВЕТ
АСТРОЛОГИЯ,ГОРОСКОП
ПРАВОВАЯ СИСТЕМА,КОМАНДИРОВАННОЕ ЛИЦО
ТРУДОВЫЕ ОТНОШЕНИЯ,КОМАНДИРОВАННОЕ ЛИЦО
ТРУДОВЫЕ ОТНОШЕНИЯ,ПРОФЕССИОНАЛЬНЫЙ СОЮЗ
ЭКОНОМИКА,ДОШКОЛЬНОЕ УЧРЕЖДЕНИЕ
СОЦИАЛЬНАЯ ЗАЩИТА,ДОШКОЛЬНОЕ УЧРЕЖДЕНИЕ
БИОЛОГИЯ,ХВОЙНОЕ ДЕРЕВО
БОТАНИКА,ХВОЙНОЕ ДЕРЕВО
ПРАВОВАЯ СИСТЕМА,ОБЛАСТНОЙ СУД
ГОСУДАРСТВЕННАЯ УПРАВЛЕНЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,ОБЛАСТНОЙ СУД
ПРАВООХРАНИТЕЛЬНАЯ ДЕЯТЕЛЬНОСТЬ,ОБЛАСТНОЙ СУД
СУДОУСТРОЙСТВО,ОБЛАСТНОЙ СУД
ПРАВОВАЯ СИСТЕМА,ВЫСОКАЯ КВАЛИФИКАЦИЯ
ТРУДОВЫЕ ОТНОШЕНИЯ,ВЫСОКАЯ КВАЛИФИКАЦИЯ
БИОЛОГИЯ,МЫШЬ
ЗООЛОГИЯ,МЫШЬ
ПОЛИТИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,ФЕДЕРАЛЬНОЕ АГЕНТСТВО ПО АТОМНОЙ ЭНЕРГИИ
ГОСУДАРСТВЕННАЯ УПРАВЛЕНЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,ФЕДЕРАЛЬНОЕ АГЕНТСТВО ПО АТОМНОЙ ЭНЕРГИИ
ПСИХОЛОГИЧЕСКИЕ НАУКИ,ВОСПРИИМЧИВЫЙ
ЧЕРТА ХАРАКТЕРА,ВОСПРИИМЧИВЫЙ
ОТДЫХ,ТУРИСТИЧЕСКАЯ ПОЕЗДКА
ТУРИЗМ,ТУРИСТИЧЕСКАЯ ПОЕЗДКА
ЭКОНОМИКА,МИНИМАРКЕТ
ТОРГОВЛЯ,МИНИМАРКЕТ
СПОРТ,БОКСЕР (СПОРТСМЕН)
БОКС,БОКСЕР (СПОРТСМЕН)
"ЦВЕТ, ОКРАСКА",ОТМЕТИНА (ПЯТНО)
ДИПЛОМАТИЧЕСКИЕ ОТНОШЕНИЯ,КОНСУЛЬСКАЯ СЛУЖБА
БЕЗРЕЗУЛЬТАТНЫЙ,ДЕЙСТВЕННЫЙ
"ЧУВСТВО, ЭМОЦИЯ",ДЕЙСТВЕННЫЙ
ПРАВОВАЯ СИСТЕМА,КАДРОВЫЕ ПЕРЕМЕЩЕНИЯ
ЭКОНОМИКА,КАДРОВЫЕ ПЕРЕМЕЩЕНИЯ
ТРУДОВЫЕ ОТНОШЕНИЯ,КАДРОВЫЕ ПЕРЕМЕЩЕНИЯ
"ЧУВСТВО, ЭМОЦИЯ",ДУША КОМПАНИИ
БИОЛОГИЯ,БАХЧЕВАЯ КУЛЬТУРА
БОТАНИКА,БАХЧЕВАЯ КУЛЬТУРА
ОБОРОНА ГОСУДАРСТВА,АРТИЛЛЕРИЙСКАЯ ПУШКА
ВОЕННАЯ СЛУЖБА,АРТИЛЛЕРИЙСКАЯ ПУШКА
СУДОХОДСТВО,ХИХОН
БИОЛОГИЯ,ДИКОБРАЗ
ЗООЛОГИЯ,ДИКОБРАЗ
БИОЛОГИЯ,ШАКАЛ
ЗООЛОГИЯ,ШАКАЛ
ПОЛИТИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,ДИПЛОМАТИЧЕСКИЙ РАНГ
ДИПЛОМАТИЧЕСКИЕ ОТНОШЕНИЯ,ДИПЛОМАТИЧЕСКИЙ РАНГ
ГОСУДАРСТВЕННАЯ УПРАВЛЕНЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,ДИПЛОМАТИЧЕСКИЙ РАНГ
ПРАВОВАЯ СИСТЕМА,"ПРОХВОСТ, ПРОХОДИМЕЦ"
ПРЕСТУПЛЕНИЕ,"ПРОХВОСТ, ПРОХОДИМЕЦ"
СРЕДНЕЕ ОБЩЕЕ ОБРАЗОВАНИЕ,КЛАССНЫЙ РУКОВОДИТЕЛЬ
СТРОИТЕЛЬСТВО (ОТРАСЛЬ),СТРОИТЕЛЬНЫЙ ОБЪЕКТ
АВИАЦИЯ (СФЕРА ДЕЯТЕЛЬНОСТИ),ГИДРОСАМОЛЕТ
МЕДИЦИНА,МЕДИЦИНСКАЯ КОМИССИЯ
БИОЛОГИЯ,ОВСЯНКА (ПТИЦА)
ЗООЛОГИЯ,ОВСЯНКА (ПТИЦА)
МЕДИЦИНА,КОМПРЕСС
ПРОМЫШЛЕННОСТЬ,КОМПРЕСС
ЭКОНОМИКА,КОМПРЕСС
ЭКОНОМИКА,БАНКОВСКИЙ ЧЕК
БАНКОВСКАЯ СИСТЕМА,БАНКОВСКИЙ ЧЕК
ФИЛОЛОГИЯ,БАНКОВСКИЙ ЧЕК
ФИНАНСОВАЯ СФЕРА,БАНКОВСКИЙ ЧЕК
ЦЕННАЯ БУМАГА,БАНКОВСКИЙ ЧЕК
КОМПЬЮТЕР,РЫЧАГ УПРАВЛЕНИЯ
ПРАВОВАЯ СИСТЕМА,СМЕРТНАЯ КАЗНЬ ЧЕРЕЗ ПОВЕШЕНИЕ
ПРЕСТУПЛЕНИЕ,СМЕРТНАЯ КАЗНЬ ЧЕРЕЗ ПОВЕШЕНИЕ
СУДОУСТРОЙСТВО,СМЕРТНАЯ КАЗНЬ ЧЕРЕЗ ПОВЕШЕНИЕ
УГОЛОВНОЕ НАКАЗАНИЕ,СМЕРТНАЯ КАЗНЬ ЧЕРЕЗ ПОВЕШЕНИЕ
НЕЗАМЕТНЫЙ НА ВЗГЛЯД,"ВИДИМЫЙ, ДОСТУПНЫЙ ЗРЕНИЮ"
БИОЛОГИЯ,НЕРПА
ЗООЛОГИЯ,НЕРПА
ОКЕАНОЛОГИЯ,НЕРПА
НАУКА,НАУЧНОЕ ИССЛЕДОВАНИЕ
ОБОРОНА ГОСУДАРСТВА,ПОГОН
МОДА,ПОГОН
ВООРУЖЕННЫЙ КОНФЛИКТ,ПОГОН
ВОЕННАЯ СЛУЖБА,ПОГОН
ОДЕЖДА,ПОГОН
ПОЛИТИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,МИНИСТЕРСТВО ИНОСТРАННЫХ ДЕЛ
ДИПЛОМАТИЧЕСКИЕ ОТНОШЕНИЯ,МИНИСТЕРСТВО ИНОСТРАННЫХ ДЕЛ
ГОСУДАРСТВЕННАЯ УПРАВЛЕНЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,МИНИСТЕРСТВО ИНОСТРАННЫХ ДЕЛ
БИОЛОГИЯ,ПОСЕВНОЙ МАТЕРИАЛ
СЕЛЬСКОЕ ХОЗЯЙСТВО,ПОСЕВНОЙ МАТЕРИАЛ
БОТАНИКА,ПОСЕВНОЙ МАТЕРИАЛ
РАСТЕНИЕВОДСТВО,ПОСЕВНОЙ МАТЕРИАЛ
ЭКОНОМИКА,ОТКРЫТАЯ ЭКОНОМИКА
СУДОХОДСТВО,ЦИНДАО
МЕДИЦИНА,ОЖОГОВЫЙ ЦЕНТР
ЭКОНОМИКА,ОЖОГОВЫЙ ЦЕНТР
ЭКОНОМИКА,БАНКОВСКИЙ ВКЛАД
ФИЛОЛОГИЯ,БАНКОВСКИЙ ВКЛАД
ДЕНЕЖНАЯ НАЛИЧНОСТЬ,БАНКОВСКИЙ ВКЛАД
ФИНАНСОВАЯ СФЕРА,БАНКОВСКИЙ ВКЛАД
ОТДЫХ,ТЕЛЕВИЗИОННЫЙ СПЕКТАКЛЬ
ИСКУССТВО,ТЕЛЕВИЗИОННЫЙ СПЕКТАКЛЬ
ТЕАТРАЛЬНОЕ ИСКУССТВО,ТЕЛЕВИЗИОННЫЙ СПЕКТАКЛЬ
ФИЛОЛОГИЯ,ТЕЛЕВИЗИОННЫЙ СПЕКТАКЛЬ
ЛИТЕРАТУРА,ТЕЛЕВИЗИОННЫЙ СПЕКТАКЛЬ
ТЕЛЕВИДЕНИЕ,ТЕЛЕВИЗИОННЫЙ СПЕКТАКЛЬ
БИОЛОГИЯ,КОРЗИНКА (СОЦВЕТИЕ)
БОТАНИКА,КОРЗИНКА (СОЦВЕТИЕ)
ИСТОРИЧЕСКИЕ НАУКИ,РЫЦАРЬ-ФЕОДАЛ
ВООРУЖЕННЫЙ КОНФЛИКТ,РЫЦАРЬ-ФЕОДАЛ
ГЕОГРАФИЧЕСКИЕ НАУКИ,ИСТОРИЧЕСКАЯ ОБЛАСТЬ
ПРОМЫШЛЕННОСТЬ,ПРОСТОКВАША
ЭКОНОМИКА,ПРОСТОКВАША
ИСКУССТВО,РЕТРО
ПРОМЫШЛЕННОСТЬ,МИНИСТЕРСТВО СЕЛЬСКОГО ХОЗЯЙСТВА
СЕЛЬСКОЕ ХОЗЯЙСТВО,МИНИСТЕРСТВО СЕЛЬСКОГО ХОЗЯЙСТВА
ПОЛИТИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,МИНИСТЕРСТВО СЕЛЬСКОГО ХОЗЯЙСТВА
ГОСУДАРСТВЕННАЯ УПРАВЛЕНЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,МИНИСТЕРСТВО СЕЛЬСКОГО ХОЗЯЙСТВА
АНТРОПОЛОГИЯ,УЗБЕКИ
ИЗМЕРЕНИЕ,ДЕКАЛИТР
"ЦВЕТ, ОКРАСКА",БАГРОВЫЙ ЦВЕТ
СЕЛЬСКОЕ ХОЗЯЙСТВО,КОРИЦА
КУЛИНАРНОЕ ИСКУССТВО,КОРИЦА
ПРАВОВАЯ СИСТЕМА,ДЕЙСТВИТЕЛЬНЫЙ (ГОДНЫЙ)
ЭКОНОМИКА,ВАЛЮТНАЯ ОПЕРАЦИЯ
ФИНАНСОВАЯ СФЕРА,ВАЛЮТНАЯ ОПЕРАЦИЯ
ПРОМЫШЛЕННОСТЬ,МЯСОКОМБИНАТ
СЕЛЬСКОЕ ХОЗЯЙСТВО,МЯСОКОМБИНАТ
АНАТОМИЯ (НАУКА),ПОДКОЖНАЯ КЛЕТЧАТКА
ОБОРОНА ГОСУДАРСТВА,СНАРЯД
ЭКОНОМИКА,ВОЛГО-ВЯТСКИЙ ЭКОНОМИЧЕСКИЙ РАЙОН РФ
МУЗЫКАЛЬНОЕ ИСКУССТВО,БАС (ГОЛОС)
ВООРУЖЕННЫЙ КОНФЛИКТ,КОНТРНАСТУПЛЕНИЕ
СПОРТ,РЕГБИСТ
СПОРТИВНАЯ ИГРА,РЕГБИСТ
АВТОМОБИЛЬНЫЙ ТРАНСПОРТ,ОСТРОВОК БЕЗОПАСНОСТИ
ОБОРОНА ГОСУДАРСТВА,КАПИТАН (ОФИЦЕР)
ВООРУЖЕННЫЙ КОНФЛИКТ,КАПИТАН (ОФИЦЕР)
ВОЕННАЯ СЛУЖБА,КАПИТАН (ОФИЦЕР)
ПРОМЫШЛЕННОСТЬ,КОНЦЕНТРИРОВАНИЕ ВЕЩЕСТВ
ЛЕСНОЕ ХОЗЯЙСТВО,ЛЕСНЫЕ РЕСУРСЫ
НАУКА,ПАЛЕОНТОЛОГ
НАУКИ О ЗЕМЛЕ,ПАЛЕОНТОЛОГ
БОТАНИКА,ПАЛЕОНТОЛОГ
ПАЛЕОНТОЛОГИЯ,ПАЛЕОНТОЛОГ
ПРАВОВАЯ СИСТЕМА,СКАФАНДР
МОДА,СКАФАНДР
ТРУДОВЫЕ ОТНОШЕНИЯ,СКАФАНДР
ОДЕЖДА,СКАФАНДР
ЗООЛОГИЯ,ЧЕЛЮСТЬ (КОСТЬ)
АНАТОМИЯ (НАУКА),ЧЕЛЮСТЬ (КОСТЬ)
УХОД ЗА ТЕЛОМ,МАССАЖЕР
МЕДИЦИНА,АНТИДОТНАЯ ТЕРАПИЯ
ФАРМАКОЛОГИЯ,АНТИДОТНАЯ ТЕРАПИЯ
ПОЛИТИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,ФОРМА ПРАВЛЕНИЯ
ГОСУДАРСТВЕННАЯ УПРАВЛЕНЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,ФОРМА ПРАВЛЕНИЯ
МЕДИЦИНА,КЛЕЩЕВОЙ ЭНЦЕФАЛИТ
ФИЗИОЛОГИЧЕСКАЯ НАУКА,КЛЕЩЕВОЙ ЭНЦЕФАЛИТ
ПОЛИТИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,СИОНИЗМ
ГОСУДАРСТВЕННАЯ УПРАВЛЕНЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,СИОНИЗМ
АНТРОПОЛОГИЯ,СИОНИЗМ
ЭЛЕКТРОТЕХНИКА (СФЕРА ДЕЯТЕЛЬНОСТИ),ЭЛЕКТРОМОНТЕР
ЭЛЕКТРИЧЕСТВО (ФИЗИЧЕСКОЕ ЯВЛЕНИЕ),ЭЛЕКТРОМОНТЕР
МЕДИЦИНА,ПРОИЗВОДСТВО ЛЕКАРСТВ
ПРОМЫШЛЕННОСТЬ,ПРОИЗВОДСТВО ЛЕКАРСТВ
ФАРМАКОЛОГИЯ,ПРОИЗВОДСТВО ЛЕКАРСТВ
КУЛИНАРНОЕ ИСКУССТВО,ЧАЙНИК
МАТЕМАТИЧЕСКИЕ НАУКИ,МАТЕМАТИЧЕСКОЕ ДЕЙСТВИЕ
ТРАНСПОРТНАЯ СФЕРА,ПОДВОДА
ГРУЗОВЫЕ ПЕРЕВОЗКИ,ПОДВОДА
ИЗДАТЕЛЬСКО-ПОЛИГРАФИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,ОТЛИВНАЯ МАТРИЦА
ПРАВОВАЯ СИСТЕМА,СУДЕБНАЯ ЗАЩИТА
СУДОУСТРОЙСТВО,СУДЕБНАЯ ЗАЩИТА
ПОЛИТИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,РЕПРЕССИЯ
РЕЛИГИЯ,"ВИКАРИЙ, ПОМОЩНИК ЕПИСКОПА"
ТРАНСПОРТНАЯ СФЕРА,КОЛЕСО ТРАНСПОРТНОГО СРЕДСТВА
АВТОМОБИЛЬНЫЙ ТРАНСПОРТ,ПОЖАРНЫЙ АВТОМОБИЛЬ
БЕДСТВИЕ,ПОЖАРНЫЙ АВТОМОБИЛЬ
ПОЖАР,ПОЖАРНЫЙ АВТОМОБИЛЬ
"ЦВЕТ, ОКРАСКА",СМУГЛЫЙ
ПРАВОВАЯ СИСТЕМА,СУДЕБНАЯ ЭКСПЕРТИЗА
СУДОУСТРОЙСТВО,СУДЕБНАЯ ЭКСПЕРТИЗА
СПОРТ,СПОРТСМЕНКА
АНТРОПОЛОГИЯ,РЕЗЕРВАЦИЯ
ПРОМЫШЛЕННОСТЬ,ЕЛЬ (ДРЕВЕСИНА)
ЭКОНОМИКА,ЕЛЬ (ДРЕВЕСИНА)
ЛЕСНОЕ ХОЗЯЙСТВО,ЛИСТВЕННЫЙ ЛЕС
СЕЛЬСКОЕ ХОЗЯЙСТВО,"БОРОЗДИТЬ, ПРОПАХАТЬ БОРОЗДЫ"
БОТАНИКА,"БОРОЗДИТЬ, ПРОПАХАТЬ БОРОЗДЫ"
РАСТЕНИЕВОДСТВО,"БОРОЗДИТЬ, ПРОПАХАТЬ БОРОЗДЫ"
ПРАВОВАЯ СИСТЕМА,НЕПРАВОСУДНОЕ РЕШЕНИЕ
ФИЛОЛОГИЯ,НЕПРАВОСУДНОЕ РЕШЕНИЕ
ПРЕСТУПЛЕНИЕ,НЕПРАВОСУДНОЕ РЕШЕНИЕ
СУДОУСТРОЙСТВО,НЕПРАВОСУДНОЕ РЕШЕНИЕ
АВТОМОБИЛЬНЫЙ ТРАНСПОРТ,УПРАВЛЕНИЕ АВТОМОБИЛЕМ
"ЧУВСТВО, ЭМОЦИЯ","СТРАХ, БОЯЗНЬ"
СФЕРА ОБРАЗОВАНИЯ,СТИПЕНДИАТ
ЭКОНОМИКА,ОРОСИТЕЛЬНЫЙ КАНАЛ
ИНЖЕНЕРНОЕ ДЕЛО,ОРОСИТЕЛЬНЫЙ КАНАЛ
КОММУНАЛЬНОЕ ХОЗЯЙСТВО,ОРОСИТЕЛЬНЫЙ КАНАЛ
ЯДЕРНАЯ ФИЗИКА,НЕЙТРОН
ПРАВОВАЯ СИСТЕМА,ГРАЖДАНСТВО
ПОЛИТИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,ГРАЖДАНСТВО
ГОСУДАРСТВЕННАЯ УПРАВЛЕНЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,ГРАЖДАНСТВО
ПРАВОВАЯ СИСТЕМА,УГОНЩИК
ПРЕСТУПЛЕНИЕ,УГОНЩИК
БИОЛОГИЯ,ЛАВР (ДЕРЕВО)
БОТАНИКА,ЛАВР (ДЕРЕВО)
КОМПЬЮТЕР,КОМПЬЮТЕРНАЯ СЕТЬ
СФЕРА СВЯЗИ,КОМПЬЮТЕРНАЯ СЕТЬ
ПРАВОВАЯ СИСТЕМА,НЕЗАКОННАЯ ДЕЯТЕЛЬНОСТЬ
БИОЛОГИЯ,КАШТАН (ДЕРЕВО)
БОТАНИКА,КАШТАН (ДЕРЕВО)
"ГЛУБОКИЙ,  БОЛЬШОЙ ПО ГЛУБИНЕ",МЕЛКИЙ ПО ГЛУБИНЕ
"ЧУВСТВО, ЭМОЦИЯ","ВООДУШЕВЛЕНИЕ, ПОДЪЕМ ДУХА"
РЕЛИГИЯ,РАВВИН
ИУДАИЗМ,РАВВИН
ДЕНЕЖНАЯ НАЛИЧНОСТЬ,СДЕЛЬНЫЕ РАСЦЕНКИ
ОКЕАНОЛОГИЯ,СРЕДНИЕ КУРИЛЬСКИЕ ОСТРОВА
ПОЧТОВАЯ СВЯЗЬ,ПОЧТОВЫЙ ЯЩИК
АВТОМОБИЛЬНЫЙ ТРАНСПОРТ,РЕГУЛИРОВЩИК ДОРОЖНОГО ДВИЖЕНИЯ
