child_id,parent_id
ЭКСТЕРЬЕР ЖИВОТНОГО,ВНЕШНИЙ ОБЛИК
"ПОКАЗУХА, БУТАФОРИЯ",ВНЕШНИЙ ОБЛИК
МЕСЯЦ (ФАЗА ЛУНЫ),ВНЕШНИЙ ОБЛИК
ФАЗА ЛУНЫ,ВНЕШНИЙ ОБЛИК
ДИЗАЙН (ВНЕШНИЙ ВИД),ВНЕШНИЙ ОБЛИК
АДАЖИО (ТЕМП),ТЕМП МУЗЫКАЛЬНОГО ПРОИЗВЕДЕНИЯ
АНДАНТЕ (ТЕМП),ТЕМП МУЗЫКАЛЬНОГО ПРОИЗВЕДЕНИЯ
АЛЛЕГРО (ТЕМП),ТЕМП МУЗЫКАЛЬНОГО ПРОИЗВЕДЕНИЯ
ОТЕЦ,РОДСТВЕННИК-МУЖЧИНА
БРАТ,РОДСТВЕННИК-МУЖЧИНА
ВНУК,РОДСТВЕННИК-МУЖЧИНА
ДЕД (РОДСТВЕННИК),РОДСТВЕННИК-МУЖЧИНА
ПРАВНУК,РОДСТВЕННИК-МУЖЧИНА
ЗЯТЬ,РОДСТВЕННИК-МУЖЧИНА
СВАТ,РОДСТВЕННИК-МУЖЧИНА
ПЛЕМЯННИК,РОДСТВЕННИК-МУЖЧИНА
ШУРИН,РОДСТВЕННИК-МУЖЧИНА
ДЯДЯ (РОДСТВЕННИК),РОДСТВЕННИК-МУЖЧИНА
ПРАДЕД,РОДСТВЕННИК-МУЖЧИНА
ОТЕЦ МУЖА ИЛИ ЖЕНЫ,РОДСТВЕННИК-МУЖЧИНА
ЯЧЕЙКА ПАРТИИ,ЯЧЕЙКА ОРГАНИЗАЦИИ
ПРОТИВОПОСТАВИТЬ (СРАВНИТЬ),"СРАВНИТЬ, СОПОСТАВИТЬ"
"СЛИЧИТЬ, СВЕРИТЬ","СРАВНИТЬ, СОПОСТАВИТЬ"
"УПОДОБИТЬ, ПРИРАВНЯТЬ","СРАВНИТЬ, СОПОСТАВИТЬ"
ИДЕНТИФИКАЦИЯ,"СРАВНИТЬ, СОПОСТАВИТЬ"
"СБЛИЗИТЬ (ДЕЛАТЬ СХОДНЫМ, ПОХОЖИМ)","СРАВНИТЬ, СОПОСТАВИТЬ"
АККОРД,СОЧЕТАНИЕ ЗВУКОВ
УНИСОН,СОЧЕТАНИЕ ЗВУКОВ
РИФМА,СОЧЕТАНИЕ ЗВУКОВ
СЛОГ СЛОВА,СОЧЕТАНИЕ ЗВУКОВ
"ДИСГАРМОНИЯ, КАКОФОНИЯ",СОЧЕТАНИЕ ЗВУКОВ
МУЗЫКАЛЬНЫЙ ПАССАЖ,СОЧЕТАНИЕ ЗВУКОВ
МУЗЫКАЛЬНЫЙ ТАКТ,СОЧЕТАНИЕ ЗВУКОВ
КРИКЛИВЫЙ (РЕЗКИЙ),РЕЗКИЙ НА СЛУХ
ЗЫЧНЫЙ,РЕЗКИЙ НА СЛУХ
СКАЗОЧНАЯ ПТИЦА,СКАЗОЧНОЕ ЖИВОТНОЕ
СКАЗОЧНОЕ ЧУДОВИЩЕ,СКАЗОЧНОЕ ЖИВОТНОЕ
ДУЭЛЬ (ПОЕДИНОК),"ПОЕДИНОК, БОРЬБА ОДИН НА ОДИН"
БОКСЕРСКИЙ МАТЧ,"ПОЕДИНОК, БОРЬБА ОДИН НА ОДИН"
ТИТУЛЬНЫЙ БОЙ,"ПОЕДИНОК, БОРЬБА ОДИН НА ОДИН"
АВТОБИОГРАФИЯ,БИОГРАФИЯ
МУСКАТ (СОРТ ВИНОГРАДА),ВИНОГРАД (ПЛОД)
ПЕСЕЦ,ХИЩНОЕ МЛЕКОПИТАЮЩЕЕ
ЕНОТ,ХИЩНОЕ МЛЕКОПИТАЮЩЕЕ
ЕНОТОВИДНАЯ СОБАКА,ХИЩНОЕ МЛЕКОПИТАЮЩЕЕ
МЕДВЕДЬ,ХИЩНОЕ МЛЕКОПИТАЮЩЕЕ
ВОЛК (ЖИВОТНОЕ),ХИЩНОЕ МЛЕКОПИТАЮЩЕЕ
ЛИСИЦА,ХИЩНОЕ МЛЕКОПИТАЮЩЕЕ
ШАКАЛ,ХИЩНОЕ МЛЕКОПИТАЮЩЕЕ
ГИЕНА,ХИЩНОЕ МЛЕКОПИТАЮЩЕЕ
ПАНДА,ХИЩНОЕ МЛЕКОПИТАЮЩЕЕ
КОШАЧЬИ,ХИЩНОЕ МЛЕКОПИТАЮЩЕЕ
КОСАТКА,ХИЩНОЕ МЛЕКОПИТАЮЩЕЕ
КУНЬИ,ХИЩНОЕ МЛЕКОПИТАЮЩЕЕ
"ОБЕДАТЬ, ЕСТЬ ОБЕД",ОСНОВНОЙ ПРИЕМ ПИЩИ
УЖИНАТЬ,ОСНОВНОЙ ПРИЕМ ПИЩИ
ЗАВТРАКАТЬ,ОСНОВНОЙ ПРИЕМ ПИЩИ
ПОЛДНИЧАТЬ,ОСНОВНОЙ ПРИЕМ ПИЩИ
МОНАСТЫРСКАЯ ТРАПЕЗА,ОСНОВНОЙ ПРИЕМ ПИЩИ
ЛЕГКОВОЙ АВТОМОБИЛЬ,ПОТРЕБИТЕЛЬСКИЕ ТОВАРЫ ДЛИТЕЛЬНОГО ПОЛЬЗОВАНИЯ
БЫТОВОЙ ХОЛОДИЛЬНИК,ПОТРЕБИТЕЛЬСКИЕ ТОВАРЫ ДЛИТЕЛЬНОГО ПОЛЬЗОВАНИЯ
МОТОЦИКЛ,ПОТРЕБИТЕЛЬСКИЕ ТОВАРЫ ДЛИТЕЛЬНОГО ПОЛЬЗОВАНИЯ
ВЕЛОСИПЕД,ПОТРЕБИТЕЛЬСКИЕ ТОВАРЫ ДЛИТЕЛЬНОГО ПОЛЬЗОВАНИЯ
МОПЕД,ПОТРЕБИТЕЛЬСКИЕ ТОВАРЫ ДЛИТЕЛЬНОГО ПОЛЬЗОВАНИЯ
МОТОРОЛЛЕР,ПОТРЕБИТЕЛЬСКИЕ ТОВАРЫ ДЛИТЕЛЬНОГО ПОЛЬЗОВАНИЯ
ПЫЛЕСОС,ПОТРЕБИТЕЛЬСКИЕ ТОВАРЫ ДЛИТЕЛЬНОГО ПОЛЬЗОВАНИЯ
СТИРАЛЬНАЯ МАШИНА,ПОТРЕБИТЕЛЬСКИЕ ТОВАРЫ ДЛИТЕЛЬНОГО ПОЛЬЗОВАНИЯ
БЫТОВАЯ ЭЛЕКТРОНИКА,ПОТРЕБИТЕЛЬСКИЕ ТОВАРЫ ДЛИТЕЛЬНОГО ПОЛЬЗОВАНИЯ
МОРОЗИЛЬНИК,ПОТРЕБИТЕЛЬСКИЕ ТОВАРЫ ДЛИТЕЛЬНОГО ПОЛЬЗОВАНИЯ
ХАРАКТЕРИСТИКА (ОФИЦИАЛЬНЫЙ ДОКУМЕНТ),РЕКОМЕНДАЦИЯ (БЛАГОПРИЯТНЫЙ ОТЗЫВ)
"НАЧАЛО, ПЕРВЫЙ МОМЕНТ",ЭТАП РАЗВИТИЯ
ПОВОРОТ В РАЗВИТИИ,ЭТАП РАЗВИТИЯ
УТРО (НАЧАЛЬНЫЙ ЭТАП),ЭТАП РАЗВИТИЯ
"ПИК, ПИКОВАЯ ТОЧКА",ЭТАП РАЗВИТИЯ
УСКОРЕНИЕ РАЗВИТИЯ,ЭТАП РАЗВИТИЯ
ВЫКИДЫШ,АБОРТ
КЛУБОК НИТЕЙ,МОТОК
ВИТОК (МОТОК),МОТОК
"НЕРАВНОПРАВИЕ, НЕРАВЕНСТВО","НЕРАВЕНСТВО, ОТСУТСТВИЕ РАВЕНСТВА"
РАСПРЕДЕЛИТЕЛЬНОЕ УСТРОЙСТВО,РЕГУЛИРУЮЩЕЕ УСТРОЙСТВО
"СТАБИЛИЗАТОР, УСТРОЙСТВО СТАБИЛИЗАЦИИ",РЕГУЛИРУЮЩЕЕ УСТРОЙСТВО
БАЛАНСИР ЧАСОВ,РЕГУЛИРУЮЩЕЕ УСТРОЙСТВО
СВЯТОЙ ЕЛЕЙ,ОЛИВКОВОЕ МАСЛО
СПОРТСМЕН,ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
УЧАЩИЙСЯ,ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
ОХОТНИК,ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
ВОСПИТАТЕЛЬ,ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
ПОВАР,ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
ПЕРЕВОДЧИК,ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
ОХРАННИК,ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
ЛЮБИТЕЛЬ (ИМЕЮЩИЙ СКЛОННОСТЬ),ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
"ВОЛШЕБНИК, КОЛДУН, ЧАРОДЕЙ",ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
СОБИРАТЕЛЬ,ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
ВОЗНИЦА,ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
АСТРОЛОГ,ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
АКВАЛАНГИСТ,ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
АНТИКВАР,ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
ЛОВЕЦ (ЧЕЛОВЕК),ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
ВОИН (ЧЕЛОВЕК),ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
ПОПУЛЯРИЗАТОР,ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
ТАМАДА,ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
ХРАНИТЕЛЬ (ЧЕЛОВЕК),ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
ОТСТАВНИК,ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
"ЛЕКАРЬ, ЦЕЛИТЕЛЬ",ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
БУКМЕКЕР,ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
СВАХА,ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
ЭКСТРАСЕНС,ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
ВОДИТЕЛЬ ТРАНСПОРТНОГО СРЕДСТВА,ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ
УМЫШЛЕННЫЙ,"СОЗНАТЕЛЬНЫЙ, НАМЕРЕННЫЙ"
НАРОЧИТЫЙ,"СОЗНАТЕЛЬНЫЙ, НАМЕРЕННЫЙ"
БАЗА ДАННЫХ,"БАНК (СОБРАНИЕ ПРЕДМЕТОВ, ОБЪЕКТОВ СВЕДЕНИЙ)"
АВАНТЮРНЫЙ (РИСКОВАННЫЙ),"СОМНИТЕЛЬНЫЙ, ВЫЗЫВАЮЩИЙ СОМНЕНИЕ"
"ДИСКУССИОННЫЙ, СПОРНЫЙ","СОМНИТЕЛЬНЫЙ, ВЫЗЫВАЮЩИЙ СОМНЕНИЕ"
НЕДОСТОВЕРНОСТЬ ИНФОРМАЦИИ,"СОМНИТЕЛЬНЫЙ, ВЫЗЫВАЮЩИЙ СОМНЕНИЕ"
"МАЛОВЕРОЯТНЫЙ, НЕПРАВДОПОДОБНЫЙ","СОМНИТЕЛЬНЫЙ, ВЫЗЫВАЮЩИЙ СОМНЕНИЕ"
ФИЗИЧЕСКАЯ МОДЕЛЬ,МАТЕМАТИЧЕСКАЯ МОДЕЛЬ
"СТРАХ, БОЯЗНЬ","ТРЕВОГА, БЕСПОКОЙСТВО"
ОПАСЕНИЕ,"ТРЕВОГА, БЕСПОКОЙСТВО"
"СМЯТЕНИЕ, ЗАМЕШАТЕЛЬСТВО","ТРЕВОГА, БЕСПОКОЙСТВО"
"РАСКОЛОТЬ, ВНЕСТИ РАСКОЛ",РАЗОБЩИТЬ ДРУГ ОТ ДРУГА
"ОБОГАЩЕНИЕ МАТЕРИАЛА, ПРОДУКТА",НАСЫТИТЬ (УВЕЛИЧИТЬ КОНЦЕНТРАЦИЮ)
КОНЦЕНТРИРОВАНИЕ ВЕЩЕСТВ,НАСЫТИТЬ (УВЕЛИЧИТЬ КОНЦЕНТРАЦИЮ)
ЦЕРКОВНЫЙ ПЕВЧИЙ,ХОРИСТ
СПОРТИВНО-ТЕХНИЧЕСКАЯ ОРГАНИЗАЦИЯ,СПОРТИВНАЯ ОРГАНИЗАЦИЯ
МЕЖДУНАРОДНАЯ СПОРТИВНАЯ ОРГАНИЗАЦИЯ,СПОРТИВНАЯ ОРГАНИЗАЦИЯ
СПОРТИВНЫЙ КЛУБ,СПОРТИВНАЯ ОРГАНИЗАЦИЯ
МОСКИТ,ГНУС
КОМАР,ГНУС
ХЛОР,ГАЛОГЕН
ФТОР,ГАЛОГЕН
ЙОД,ГАЛОГЕН
БРОМ,ГАЛОГЕН
САЛЯМИ,КОПЧЕНАЯ КОЛБАСА
РАМАДАН,КАЛЕНДАРНЫЙ МЕСЯЦ
ЛЕТНИЙ МЕСЯЦ,КАЛЕНДАРНЫЙ МЕСЯЦ
ЗИМНИЙ МЕСЯЦ,КАЛЕНДАРНЫЙ МЕСЯЦ
ОСЕННИЙ МЕСЯЦ,КАЛЕНДАРНЫЙ МЕСЯЦ
ВЕСЕННИЙ МЕСЯЦ,КАЛЕНДАРНЫЙ МЕСЯЦ
ШИФР,КОД
КОД ТОВАРА,КОД
КОД ДОСТУПА,КОД
ОСВОБОЖДЕНИЕ ОТ ДОЛЖНОСТИ,ПРЕКРАЩЕНИЕ ПОЛНОМОЧИЙ
СЛОЖИТЬ С СЕБЯ ОБЯЗАННОСТИ,ПРЕКРАЩЕНИЕ ПОЛНОМОЧИЙ
"ВОЛОЧИТЬ, ТАЩИТЬ ВОЛОКОМ",ТАЩИТЬ ТЯЖЕЛОЕ
ВЫТАЩИТЬ НАРУЖУ,ТАЩИТЬ ТЯЖЕЛОЕ
БУКСИРОВКА,ТАЩИТЬ ТЯЖЕЛОЕ
ЭВАКУАЦИЯ АВТОМОБИЛЯ,ТАЩИТЬ ТЯЖЕЛОЕ
ВТАЩИТЬ ВНУТРЬ,ТАЩИТЬ ТЯЖЕЛОЕ
"ДЕРГАТЬ (ТЯНУТЬ, ТАЩИТЬ РЕЗКИМ ДВИЖЕНИЕМ)",ТАЩИТЬ ТЯЖЕЛОЕ
ВОЕННАЯ СЛУЖБА,"СЛУЖБА, ЗАНЯТИЕ (ИСТОЧНИК ЗАРАБОТКА)"
РАБОТА ПО СОВМЕСТИТЕЛЬСТВУ,"СЛУЖБА, ЗАНЯТИЕ (ИСТОЧНИК ЗАРАБОТКА)"
ГОСУДАРСТВЕННАЯ СЛУЖБА,"СЛУЖБА, ЗАНЯТИЕ (ИСТОЧНИК ЗАРАБОТКА)"
МУНИЦИПАЛЬНАЯ СЛУЖБА,"СЛУЖБА, ЗАНЯТИЕ (ИСТОЧНИК ЗАРАБОТКА)"
ЗАБОР (ОГРАДА),"ОГРАДА, ОГРАЖДЕНИЕ"
ПЕРИЛА,"ОГРАДА, ОГРАЖДЕНИЕ"
БОРДЮР ДОРОГИ,"ОГРАДА, ОГРАЖДЕНИЕ"
БАРЬЕР (ОГРАЖДЕНИЕ),"ОГРАДА, ОГРАЖДЕНИЕ"
БОРТОВАЯ СТЕНКА,"ОГРАДА, ОГРАЖДЕНИЕ"
ФЕДЕРАЛЬНАЯ СОБСТВЕННОСТЬ,ГОСУДАРСТВЕННАЯ СОБСТВЕННОСТЬ
ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ,ГОСУДАРСТВЕННАЯ СОБСТВЕННОСТЬ
ГОСУДАРСТВЕННЫЙ ПАКЕТ АКЦИЙ,ГОСУДАРСТВЕННАЯ СОБСТВЕННОСТЬ
ГОСУДАРСТВЕННЫЕ ФИНАНСОВЫЕ СРЕДСТВА,ГОСУДАРСТВЕННАЯ СОБСТВЕННОСТЬ
КРОВОИЗЛИЯНИЕ,КРОВОТЕЧЕНИЕ
МЫТЬ ОТ ГРЯЗИ,"ЧИСТИТЬ, УДАЛЯТЬ ГРЯЗЬ"
ВЫКОЛОТИТЬ (ОЧИСТИТЬ),"ЧИСТИТЬ, УДАЛЯТЬ ГРЯЗЬ"
ВЫЛИЗАТЬ (ОЧИСТИТЬ),"ЧИСТИТЬ, УДАЛЯТЬ ГРЯЗЬ"
ОБЧИСТИТЬ (ОЧИСТИТЬ С ПОВЕРХНОСТИ),"ЧИСТИТЬ, УДАЛЯТЬ ГРЯЗЬ"
ПРОЧИСТИТЬ ИЗНУТРИ,"ЧИСТИТЬ, УДАЛЯТЬ ГРЯЗЬ"
"ОТМЫТЬ, УДАЛИТЬ МЫТЬЕМ","ЧИСТИТЬ, УДАЛЯТЬ ГРЯЗЬ"
"ВЫТЕРЕТЬ, ПРОТЕРЕТЬ","ЧИСТИТЬ, УДАЛЯТЬ ГРЯЗЬ"
ЧЕСАТЬ (ОЧИЩАТЬ),"ЧИСТИТЬ, УДАЛЯТЬ ГРЯЗЬ"
ПЫЛЕСОСИТЬ,"ЧИСТИТЬ, УДАЛЯТЬ ГРЯЗЬ"
"СМАХНУТЬ (БЫСТРЫМ, РЕЗКИМ ДВИЖ. УДАЛИТЬ С ПОВ-ТИ ИЛИ УРОНИТЬ","ЧИСТИТЬ, УДАЛЯТЬ ГРЯЗЬ"
"ОТТЕРЕТЬ (ОТЧИСТИТЬ, СЧИЩАЯ, СТИРАЯ)","ЧИСТИТЬ, УДАЛЯТЬ ГРЯЗЬ"
ЧИСТКА ОБУВИ,"ЧИСТИТЬ, УДАЛЯТЬ ГРЯЗЬ"
ЧИСТКА ЗУБОВ,"ЧИСТИТЬ, УДАЛЯТЬ ГРЯЗЬ"
САМОРОСПУСК,"РОСПУСК, РАСФОРМИРОВАНИЕ"
"ОТВЫКНУТЬ, УТРАТИТЬ ПРИВЫЧКУ",УТРАТИТЬ
"РАЗРЯДИТЬСЯ, ПОТЕРЯТЬ ЗАРЯД",УТРАТИТЬ
РАССТАТЬСЯ (ЛИШИТЬСЯ КОГО-ЧЕГО-Н.),УТРАТИТЬ
"ОПУСТЕТЬ, СТАТЬ ПУСТЫМ",УТРАТИТЬ
"НЕМЕТЬ, ЗАНЕМЕТЬ",УТРАТИТЬ
ПОПЛАТИТЬСЯ,УТРАТИТЬ
ЛИНЬКА ЖИВОТНЫХ,УТРАТИТЬ
"ЛЫСЕТЬ, ТЕРЯТЬ ВОЛОСЫ",УТРАТИТЬ
ТРАВМАТИЧЕСКАЯ АМПУТАЦИЯ,УТРАТИТЬ
"ТЕРЯТЬ, УТЕРЯТЬ",УТРАТИТЬ
БЕДНЕТЬ (СТАНОВИТЬСЯ НЕИМУЩИМ),УТРАТИТЬ
БАНК РОССИИ,ЦЕНТРАЛЬНЫЙ БАНК
НЕЖНОЕ ВОРКОВАНИЕ,"НЕЖНИЧАТЬ, ГОВОРИТЬ НЕЖНОСТИ"
ЩЕПАТЬ (ОТКОЛОТЬ ЩЕПКАМИ),ОТБИТЬ КУСОК
ОТВЛЕЧЬСЯ (ОТКЛОНИТЬСЯ),"ОТКЛОНИТЬСЯ ОТ ТЕМЫ, ЗАНЯТИЯ"
ОТСТУПЛЕНИЕ ОТ ТЕМЫ,"ОТКЛОНИТЬСЯ ОТ ТЕМЫ, ЗАНЯТИЯ"
ГОРНЫЕ ЛЫЖИ (СПОРТ),КАТАТЬСЯ (ДВИЖЕНИЕ)
ЛЫЖНЫЕ ГОНКИ,КАТАТЬСЯ (ДВИЖЕНИЕ)
КАТАНИЕ НА КОНЬКАХ,КАТАТЬСЯ (ДВИЖЕНИЕ)
СНОУБОРДИНГ,КАТАТЬСЯ (ДВИЖЕНИЕ)
ХОДЬБА НА ЛЫЖАХ,КАТАТЬСЯ (ДВИЖЕНИЕ)
КАТАНИЕ С ГОРЫ,КАТАТЬСЯ (ДВИЖЕНИЕ)
ЗВОНОК (СИГНАЛЬНОЕ УСТРОЙСТВО),ЗВУКОВОЕ СИГНАЛЬНОЕ УСТРОЙСТВО
ГУДОК (СИГНАЛЬНОЕ УСТРОЙСТВО),ЗВУКОВОЕ СИГНАЛЬНОЕ УСТРОЙСТВО
МАНОК (ЗВУЧАЩАЯ ПРИМАНКА),ЗВУКОВОЕ СИГНАЛЬНОЕ УСТРОЙСТВО
АРЕНДА,ИМУЩЕСТВЕННЫЕ ОТНОШЕНИЯ
НАСЛЕДОВАНИЕ ИМУЩЕСТВА,ИМУЩЕСТВЕННЫЕ ОТНОШЕНИЯ
ИМУЩЕСТВЕННОЕ СТРАХОВАНИЕ,ИМУЩЕСТВЕННЫЕ ОТНОШЕНИЯ
ОТЧУЖДЕНИЕ ИМУЩЕСТВА,ИМУЩЕСТВЕННЫЕ ОТНОШЕНИЯ
РЕСТИТУЦИЯ,ИМУЩЕСТВЕННЫЕ ОТНОШЕНИЯ
ИМУЩЕСТВЕННАЯ СДЕЛКА,ИМУЩЕСТВЕННЫЕ ОТНОШЕНИЯ
ВЛАДЕТЬ ИМУЩЕСТВОМ,ИМУЩЕСТВЕННЫЕ ОТНОШЕНИЯ
ВЛАДЕНИЕ ЗЕМЛЕЙ,ИМУЩЕСТВЕННЫЕ ОТНОШЕНИЯ
ДЕНАЦИОНАЛИЗАЦИЯ,ИМУЩЕСТВЕННЫЕ ОТНОШЕНИЯ
НЕИМЕНИЕ ИМУЩЕСТВА,ИМУЩЕСТВЕННЫЕ ОТНОШЕНИЯ
БАЛАНС ОРГАНИЗАЦИИ,ИМУЩЕСТВЕННЫЕ ОТНОШЕНИЯ
РАСПОРЯЖЕНИЕ ИМУЩЕСТВОМ,ИМУЩЕСТВЕННЫЕ ОТНОШЕНИЯ
ПРОСЕКА,ПОЛОСА (УЧАСТОК)
ВЗЛЕТНО-ПОСАДОЧНАЯ ПОЛОСА,ПОЛОСА (УЧАСТОК)
ПОЯС (ОКРУЖАЮЩЕЕ ПРОСТРАНСТВО),ПОЛОСА (УЧАСТОК)
ДОРОГА (ПУТЬ СООБЩЕНИЯ),ПОЛОСА (УЧАСТОК)
ПЕРЕШЕЕК,ПОЛОСА (УЧАСТОК)
ДОРОЖНАЯ ПОЛОСА,ПОЛОСА (УЧАСТОК)
РУЛЕЖНАЯ ДОРОЖКА,ПОЛОСА (УЧАСТОК)
ФИНИШНАЯ ЧАСТЬ ДИСТАНЦИИ,ПОЛОСА (УЧАСТОК)
СПОРТИВНАЯ ДОРОЖКА,ПОЛОСА (УЧАСТОК)
ВОЕННЫЙ РУКОВОДИТЕЛЬ,РУКОВОДИТЕЛЬ
РЕКТОР,РУКОВОДИТЕЛЬ
ГЛАВА ПРАВИТЕЛЬСТВА,РУКОВОДИТЕЛЬ
ДЕКАН,РУКОВОДИТЕЛЬ
ПОЛИТИЧЕСКИЙ ЛИДЕР,РУКОВОДИТЕЛЬ
АДМИНИСТРАТИВНЫЕ КАДРЫ,РУКОВОДИТЕЛЬ
ГЛАВА ОРГАНИЗАЦИИ,РУКОВОДИТЕЛЬ
РУКОВОДИТЕЛЬ ОРГАНА ИСПОЛНИТЕЛЬНОЙ ВЛАСТИ,РУКОВОДИТЕЛЬ
ГЛАВА ГОСУДАРСТВА,РУКОВОДИТЕЛЬ
НАЧАЛЬНИК,РУКОВОДИТЕЛЬ
ПРЕДСЕДАТЕЛЬ,РУКОВОДИТЕЛЬ
НАСТОЯТЕЛЬ МОНАСТЫРЯ,РУКОВОДИТЕЛЬ
КОМАНДИР (НАЧАЛЬНИК),РУКОВОДИТЕЛЬ
КАПИТАН СПОРТИВНОЙ КОМАНДЫ,РУКОВОДИТЕЛЬ
СЕКРЕТАРЬ (РУКОВОДИТЕЛЬ),РУКОВОДИТЕЛЬ
МАСТЕР ПРОИЗВОДСТВА,РУКОВОДИТЕЛЬ
БРИГАДИР,РУКОВОДИТЕЛЬ
ХУДОЖЕСТВЕННЫЙ РУКОВОДИТЕЛЬ,РУКОВОДИТЕЛЬ
РЕЗИДЕНТ РАЗВЕДКИ,РУКОВОДИТЕЛЬ
ТОПМЕНЕДЖЕР,РУКОВОДИТЕЛЬ
ЦЕРКОВНЫЙ ИЕРАРХ,РУКОВОДИТЕЛЬ
СТАРЕЙШИНА РОДА,РУКОВОДИТЕЛЬ
РУКОВОДИТЕЛЬ УЧЕБНОГО ЗАВЕДЕНИЯ,РУКОВОДИТЕЛЬ
ВРЕМЕНЩИК,РУКОВОДИТЕЛЬ
МАГИСТР ОРДЕНА,РУКОВОДИТЕЛЬ
РУКОВОДИТЕЛЬ ПАРЛАМЕНТА,РУКОВОДИТЕЛЬ
ЛИТЕРАТУРОВЕД,ИСКУССТВОВЕД
МУЗЫКОВЕД,ИСКУССТВОВЕД
ТЕАТРОВЕД,ИСКУССТВОВЕД
КИНОВЕД,ИСКУССТВОВЕД
МОРЕТРЯСЕНИЕ,ЗЕМЛЕТРЯСЕНИЕ
ИЗОЛЯЦИОННАЯ ЛЕНТА,ИЗОЛЯЦИОННЫЕ МАТЕРИАЛЫ
ВЗЫСКАТЕЛЬ,ИСТЕЦ
ВЕЛИКОМУЧЕНИК,СВЯТОЙ МУЧЕНИК
ИММУНОДЕФИЦИТ ЧЕЛОВЕКА,"ЗАБОЛЕВАНИЕ, ПЕРЕДАВАЕМОЕ ПОЛОВЫМ ПУТЕМ"
ВЕНЕРИЧЕСКАЯ БОЛЕЗНЬ,"ЗАБОЛЕВАНИЕ, ПЕРЕДАВАЕМОЕ ПОЛОВЫМ ПУТЕМ"
ПОЛОСКАТЬ ПОСЛЕ СТИРКИ,"СПОЛОСНУТЬ, ОПОЛОСНУТЬ"
ИНФОРМАЦИОННАЯ СИСТЕМА,АВТОМАТИЗИРОВАННАЯ СИСТЕМА
СИСТЕМА АВТОМАТИЗИРОВАННОГО ПРОЕКТИРОВАНИЯ,АВТОМАТИЗИРОВАННАЯ СИСТЕМА
ПРОГРАММНО-АППАРАТНЫЙ КОМПЛЕКС,АВТОМАТИЗИРОВАННАЯ СИСТЕМА
ЛАМПОВЫЙ ПАТРОН,ЛАМПОДЕРЖАТЕЛЬ
ПЕРВИЧНЫЙ ДОКУМЕНТ БУХГАЛТЕРСКОГО УЧЕТА,ПЕРВИЧНЫЙ УЧЕТНЫЙ ДОКУМЕНТ
НОВОЛУНИЕ (ФАЗА ЛУНЫ),ФАЗА ЛУНЫ
ПОЛНОЛУНИЕ (ФАЗА ЛУНЫ),ФАЗА ЛУНЫ
МЕСЯЦ (ФАЗА ЛУНЫ),ФАЗА ЛУНЫ
ЖЕРТВА ЧЕРНОБЫЛЯ,ЖЕРТВА РАДИАЦИОННОГО ОБЛУЧЕНИЯ
НЕРЕШИТЕЛЬНЫЙ ЧЕЛОВЕК,СЛАБАК (ЧЕЛОВЕК)
"ХИЛЯК, ДОХЛЯК (СЛАБОСИЛЬНЫЙ ЧЕЛОВЕК)",СЛАБАК (ЧЕЛОВЕК)
ЗАДЕРЖКА ДВИЖЕНИЯ,ЗАМЕДЛИТЬ
ЗАТЯНУТЬ ПО ВРЕМЕНИ,ЗАМЕДЛИТЬ
